vehicletype,vehiclemodel,vehicleprimaryuse,vehicleregistrationnumber,label
0,70,9,35,13
2,102,9,8,19
0,70,9,15,13
0,72,9,22,19
0,69,9,299,35
0,66,9,360,35
0,93,2,2,13
0,70,9,13,13
0,86,1,4,32
0,69,9,110,35
0,70,9,20,13
0,69,9,335,35
0,66,9,301,35
2,80,1,1,37
0,70,9,19,13
0,86,1,14,32
0,66,9,186,35
0,69,9,200,35
0,66,9,315,35
0,69,9,228,35
0,66,9,280,35
0,17,9,48,8
0,63,9,127,28
0,69,9,79,35
2,120,9,18,39
2,2,9,8,5
2,118,9,26,5
0,69,9,191,35
0,66,9,328,35
2,118,9,19,5
0,125,9,6,2
0,66,9,199,35
0,57,9,2,16
0,72,9,24,19
0,69,9,106,35
0,66,9,135,35
0,57,9,4,16
0,86,12,6,32
0,21,9,4,39
0,86,12,4,32
0,21,9,2,39
0,69,9,347,35
0,67,9,104,35
0,66,9,434,35
0,70,9,9,13
0,86,12,10,32
0,69,9,173,35
2,8,9,1,2
0,70,9,1,13
0,57,9,6,16
0,119,9,11,39
0,69,9,230,35
0,119,9,1,39
0,72,9,26,19
0,57,9,8,16
0,39,9,2,19
0,39,9,4,19
0,69,9,847,35
0,67,9,80,35
0,66,9,331,35
0,57,0,1,16
0,57,1,1,16
0,39,9,16,19
0,66,9,127,35
0,70,9,7,13
0,57,9,12,16
2,40,9,10,13
0,39,9,6,19
0,69,9,62,35
0,70,1,2,13
0,39,9,12,19
0,39,9,18,19
0,57,9,10,16
0,39,9,14,19
0,21,9,6,39
0,57,9,16,16
2,0,9,8,5
0,39,9,24,19
0,69,9,41,35
0,39,1,2,19
0,39,9,30,19
0,66,9,218,35
0,39,9,42,19
0,119,9,5,39
0,66,9,179,35
2,121,9,22,39
0,17,9,49,8
0,39,9,9,19
0,124,9,15,2
0,69,9,175,35
0,66,9,267,35
2,40,9,1,13
0,39,9,34,19
0,62,9,5,16
0,39,9,32,19
0,39,9,10,19
2,40,9,8,13
0,39,9,8,19
0,39,9,22,19
0,69,9,251,35
0,68,9,48,35
0,66,9,300,35
0,57,9,11,16
0,70,9,17,13
0,63,9,112,28
0,69,9,55,35
2,118,9,21,5
0,131,9,2,5
0,129,9,2,5
0,57,9,14,16
0,69,9,262,35
0,66,9,313,35
0,86,1,2,32
0,69,9,47,35
2,88,9,18,37
0,131,9,4,5
0,31,1,2,32
0,69,9,395,35
0,68,9,93,35
0,67,9,152,35
0,66,9,560,35
0,131,9,6,5
0,57,9,18,16
0,109,1,2,13
2,82,9,6,2
0,129,9,4,5
0,109,1,4,13
0,69,9,42,35
0,69,9,723,35
0,67,9,168,35
0,86,1,1,32
0,86,12,9,32
0,66,9,143,35
0,69,9,87,35
0,21,9,8,39
0,63,7,2,28
2,120,8,2,39
0,86,12,12,32
0,69,9,57,35
0,70,2,8,13
0,109,2,2,13
2,120,9,22,39
2,121,9,28,39
0,70,8,2,13
0,70,9,21,13
0,109,9,1,13
0,119,9,7,39
0,41,12,2,13
0,109,9,2,13
0,86,12,3,32
2,82,9,12,2
0,86,12,1,32
0,69,9,187,35
2,118,9,31,5
0,86,12,14,32
2,118,9,23,5
0,126,9,5,2
0,21,9,10,39
2,72,9,20,19
2,120,9,15,39
0,109,12,2,13
0,69,9,418,35
0,66,9,296,35
2,118,9,29,5
0,119,9,13,39
2,120,9,14,39
0,86,12,8,32
0,66,9,271,35
0,89,9,1,2
0,131,9,10,5
0,129,9,6,5
0,39,9,20,19
0,72,9,35,19
0,69,9,56,35
2,120,9,17,39
0,70,9,25,13
2,40,9,12,13
0,86,9,2,32
0,69,9,60,35
2,118,9,22,5
0,62,1,4,16
0,72,9,33,19
0,119,9,9,39
2,121,9,21,39
0,109,2,1,13
0,31,1,44,32
0,70,9,23,13
0,61,1,2,16
2,111,9,1,16
0,125,9,1,2
2,82,9,14,2
0,109,1,10,13
0,39,9,26,19
0,72,9,27,19
0,131,9,8,5
0,119,9,15,39
0,70,9,27,13
0,109,2,4,13
0,125,9,5,2
0,70,9,26,13
0,109,2,6,13
0,72,9,29,19
0,66,9,258,35
0,39,9,48,19
0,72,9,42,19
0,86,12,16,32
0,69,9,271,35
0,68,9,60,35
0,66,9,429,35
0,119,9,17,39
0,21,9,22,39
2,40,1,6,13
0,126,9,10,2
0,109,1,20,13
0,69,9,53,35
0,21,9,14,39
2,121,9,20,39
0,39,9,28,19
0,69,9,49,35
0,63,9,118,28
2,113,9,50,8
0,66,9,159,35
0,69,9,277,35
0,68,9,63,35
0,66,9,393,35
0,69,9,43,35
0,21,9,1,39
0,69,9,73,35
2,4,9,2,5
0,41,12,4,13
0,86,12,18,32
0,69,9,542,35
0,68,9,130,35
0,66,9,478,35
2,111,9,4,16
0,124,9,18,2
0,125,9,8,2
0,86,12,13,32
0,69,9,317,35
0,66,9,311,35
0,21,9,17,39
2,121,9,24,39
0,70,9,24,13
0,86,12,19,32
2,111,9,6,16
0,69,9,259,35
0,86,12,30,32
2,40,9,3,13
0,125,9,3,2
0,41,1,2,13
0,70,2,4,13
0,86,12,22,32
2,121,5,1,39
0,125,1,1,2
0,57,1,2,16
0,86,12,24,32
0,69,9,65,35
0,69,9,154,35
0,86,1,3,32
0,86,12,33,32
0,69,5,1,35
0,41,12,1,13
0,70,2,7,13
2,82,9,1,2
0,69,9,637,35
0,68,9,148,35
0,67,9,119,35
0,66,9,358,35
0,86,12,20,32
0,70,2,13,13
0,86,1,6,32
0,86,12,42,32
0,66,9,151,35
2,80,9,25,37
0,86,12,48,32
0,128,1,1,5
0,86,12,44,32
0,69,9,94,35
0,57,9,5,16
0,70,2,1,13
2,106,9,2,19
0,17,9,51,8
2,106,9,4,19
0,41,1,1,13
0,41,12,3,13
0,109,1,6,13
0,69,9,195,35
2,102,9,20,19
0,70,2,12,13
0,31,1,8,32
0,66,9,166,35
2,40,2,1,13
2,102,9,11,19
0,41,12,8,13
0,39,9,11,19
2,106,9,8,19
0,129,9,10,5
0,66,9,160,35
0,69,9,144,35
2,106,9,6,19
0,131,9,12,5
0,129,9,12,5
2,118,9,28,5
2,102,9,7,19
0,129,9,8,5
2,40,2,3,13
2,102,9,3,19
2,102,9,5,19
0,70,2,10,13
0,63,9,117,28
0,31,1,20,32
0,69,9,120,35
0,66,9,250,35
0,31,1,18,32
0,69,9,391,35
0,68,9,65,35
0,66,9,391,35
0,129,9,14,5
0,31,1,62,32
0,109,1,8,13
2,102,9,1,19
0,129,9,16,5
0,41,12,6,13
0,63,9,107,28
0,66,9,173,35
0,81,9,2,2
0,39,9,13,19
0,86,1,8,32
0,81,9,4,2
0,39,9,31,19
0,129,9,36,5
0,16,9,2,8
2,99,9,1,16
0,41,1,6,13
2,118,9,20,5
2,40,9,7,13
0,69,9,184,35
0,86,12,86,32
0,85,1,2,32
0,69,9,51,35
0,86,1,5,32
0,86,12,21,32
0,16,9,4,8
0,17,9,45,8
0,57,9,1,16
0,69,9,71,35
2,102,9,9,19
0,41,1,4,13
0,70,12,1,13
0,69,9,166,35
0,17,9,74,8
0,39,9,40,19
0,81,9,5,2
0,41,12,5,13
2,40,2,4,13
2,97,9,8,39
0,69,9,727,35
0,68,9,162,35
0,67,9,134,35
0,66,9,567,35
2,118,9,27,5
0,81,9,10,2
0,72,9,30,19
2,40,1,3,13
0,41,2,10,13
0,69,9,67,35
0,69,9,405,35
0,68,9,99,35
0,67,9,101,35
0,66,9,384,35
0,16,9,6,8
0,41,2,2,13
0,86,1,10,32
0,86,12,78,32
0,85,9,4,32
0,69,9,112,35
0,66,9,187,35
0,16,9,8,8
0,31,1,4,32
0,81,9,12,2
0,39,9,5,19
0,69,9,390,35
0,66,9,284,35
0,16,9,10,8
0,41,1,12,13
0,70,2,6,13
0,69,9,305,35
0,68,9,59,35
0,66,9,141,35
0,16,9,12,8
0,41,2,4,13
0,31,1,1,32
2,118,9,42,5
0,16,9,14,8
0,86,12,140,32
0,85,9,40,32
0,81,9,6,2
0,69,9,658,35
0,68,9,132,35
0,67,9,75,35
0,16,2,2,8
0,81,9,8,2
2,111,9,3,16
0,57,4,2,16
0,85,9,2,32
0,69,9,340,35
0,68,9,152,35
0,66,9,190,35
2,106,9,12,19
0,57,9,9,16
0,16,2,6,8
0,31,1,36,32
0,69,9,519,35
0,68,9,87,35
0,66,9,304,35
0,57,9,26,16
0,57,9,23,16
0,69,9,98,35
2,82,9,3,2
2,80,9,33,37
0,70,9,30,13
0,63,2,14,28
0,69,9,383,35
0,66,9,238,35
0,85,9,8,32
0,69,9,190,35
2,120,9,16,39
0,57,9,22,16
0,31,1,76,32
0,69,9,511,35
0,68,9,55,35
0,66,9,249,35
0,70,9,29,13
0,57,9,19,16
2,72,9,19,19
0,86,12,36,32
0,69,9,115,35
2,72,9,13,19
0,16,9,20,8
0,69,9,704,35
0,66,9,305,35
0,57,9,7,16
0,63,9,123,28
0,41,1,11,13
0,41,12,9,13
0,31,1,74,32
2,72,9,16,19
0,69,9,488,35
0,21,9,5,39
2,72,9,15,19
2,97,9,5,39
0,86,1,7,32
0,86,12,35,32
0,69,9,151,35
0,31,1,52,32
0,21,9,18,39
2,120,9,23,39
2,121,9,19,39
0,131,9,9,5
0,69,9,72,35
2,118,7,2,5
2,99,9,3,16
2,72,9,14,19
0,69,9,97,35
0,66,9,169,35
0,41,12,12,13
0,109,1,1,13
0,57,0,2,16
0,69,9,477,35
0,66,9,263,35
0,122,9,2,37
0,31,1,10,32
0,61,1,1,16
0,69,9,63,35
0,109,1,14,13
0,69,1,4,35
0,69,9,176,35
0,66,9,158,35
0,109,9,6,13
0,39,9,3,19
0,66,9,197,35
0,129,9,20,5
0,70,9,33,13
2,40,9,5,13
0,16,9,9,8
0,41,1,10,13
0,86,12,56,32
0,85,9,12,32
0,129,9,38,5
0,16,9,30,8
0,69,9,371,35
0,68,9,101,35
0,66,9,242,35
0,16,9,18,8
0,70,9,34,13
0,70,9,28,13
0,109,2,16,13
0,39,1,1,19
0,86,12,29,32
0,69,5,2,35
0,69,9,240,35
0,16,9,40,8
0,70,9,37,13
0,62,9,9,16
0,57,9,24,16
0,85,9,1,32
0,69,9,208,35
0,70,9,32,13
0,39,9,1,19
0,122,9,4,37
0,21,9,9,39
0,16,9,16,8
0,69,9,129,35
2,20,9,23,13
0,57,9,20,16
0,31,1,14,32
0,69,9,170,35
0,39,9,19,19
2,118,9,30,5
2,0,9,16,5
0,69,9,193,35
0,66,2,5,35
0,21,9,3,39
0,16,2,8,8
0,86,12,61,32
0,85,1,1,32
0,85,9,29,32
0,69,9,382,35
0,16,9,36,8
0,57,9,32,16
0,39,9,7,19
0,86,12,37,32
0,85,9,20,32
0,21,9,7,39
0,131,9,3,5
0,109,1,16,13
0,109,2,12,13
0,57,9,21,16
0,85,9,22,32
0,69,9,423,35
0,68,9,77,35
0,66,9,281,35
2,72,9,17,19
0,16,9,96,8
0,41,12,10,13
0,85,9,6,32
0,69,9,421,35
0,68,9,64,35
0,66,9,208,35
0,16,9,42,8
0,57,9,38,16
0,85,9,26,32
0,129,9,9,5
0,62,2,2,16
0,69,9,454,35
0,68,9,84,35
0,66,9,163,35
0,16,9,26,8
0,70,9,31,13
0,109,1,3,13
0,57,9,15,16
2,0,9,15,5
0,85,9,10,32
2,0,9,10,5
0,41,1,8,13
0,69,9,244,35
0,129,9,18,5
0,86,12,5,32
2,0,9,14,5
0,41,12,14,13
0,16,9,24,8
0,41,12,7,13
0,70,1,1,13
2,88,1,2,37
0,85,9,5,32
0,85,12,2,32
0,57,9,17,16
0,10,9,2,28
0,39,9,21,19
0,69,9,86,35
0,41,12,20,13
0,69,9,285,35
0,68,9,73,35
0,87,2,2,37
0,131,9,14,5
0,39,9,15,19
0,131,9,5,5
0,41,9,1,13
0,41,12,13,13
0,69,9,241,35
0,41,12,18,13
0,69,9,85,35
0,69,9,379,35
0,66,9,230,35
0,16,9,28,8
0,109,2,14,13
0,62,9,11,16
0,86,12,38,32
0,69,9,293,35
0,109,2,8,13
0,57,9,35,16
0,69,9,311,35
0,39,9,17,19
0,69,9,194,35
0,41,1,3,13
0,69,9,137,35
0,69,9,127,35
0,41,9,2,13
0,69,9,167,35
0,10,9,4,28
0,86,12,26,32
0,69,9,211,35
0,109,1,5,13
0,86,12,57,32
0,66,9,185,35
0,69,9,192,35
0,122,9,1,37
0,62,9,14,16
0,131,9,1,5
0,69,9,336,35
0,69,9,91,35
2,118,9,34,5
0,129,9,1,5
0,69,9,48,35
0,119,9,31,39
0,31,1,21,32
0,85,9,16,32
0,129,9,5,5
0,86,12,58,32
0,85,9,28,32
0,69,9,263,35
0,16,9,22,8
0,57,9,61,16
0,69,9,373,35
0,66,9,223,35
0,69,9,82,35
0,129,9,3,5
2,106,9,7,19
0,17,9,66,8
0,85,9,19,32
0,69,9,234,35
0,122,9,10,37
0,129,9,22,5
0,17,9,56,8
0,122,9,5,37
2,118,9,35,5
0,131,9,11,5
0,69,9,92,35
2,88,9,25,37
0,39,9,25,19
0,10,9,8,28
0,86,12,15,32
0,69,9,247,35
0,69,9,512,35
0,66,9,379,35
0,10,9,10,28
0,62,9,13,16
0,85,9,30,32
0,69,9,257,35
0,66,9,226,35
0,69,9,148,35
2,106,9,5,19
0,68,9,58,35
0,66,9,256,35
0,81,9,20,2
0,69,9,220,35
0,66,9,227,35
2,106,9,10,19
0,86,12,65,32
0,85,12,1,32
2,111,9,16,16
0,17,9,57,8
0,41,2,1,13
0,59,9,2,16
2,112,9,3,39
0,63,9,131,28
2,120,8,1,39
0,131,9,15,5
0,129,9,7,5
0,41,12,11,13
0,10,9,6,28
2,112,9,4,39
0,59,9,4,16
0,69,9,309,35
0,66,9,205,35
0,109,2,3,13
0,62,9,19,16
0,10,9,16,28
0,85,9,18,32
0,16,9,32,8
0,122,9,6,37
0,131,9,17,5
0,17,9,55,8
0,86,12,47,32
0,69,9,444,35
0,66,9,342,35
0,16,9,60,8
0,59,9,8,16
0,86,12,25,32
2,98,9,3,39
0,16,7,2,8
0,57,9,13,16
0,59,9,6,16
0,129,9,30,5
0,59,9,10,16
0,124,9,21,2
0,10,9,14,28
0,69,7,2,35
0,69,9,323,35
0,66,9,215,35
2,106,9,16,19
0,10,9,24,28
0,31,1,32,32
0,66,9,167,35
0,21,9,13,39
2,111,9,8,16
0,129,9,25,5
0,39,9,23,19
0,21,9,12,39
0,72,9,56,19
0,85,9,14,32
2,75,9,2,37
0,85,9,3,32
0,69,9,124,35
0,86,12,39,32
0,41,12,16,13
0,10,2,2,28
0,69,9,270,35
0,81,9,18,2
0,109,1,7,13
0,69,9,605,35
0,67,9,68,35
0,62,1,2,16
0,69,9,490,35
0,84,9,2,2
0,129,9,13,5
0,69,9,674,35
0,86,12,32,32
0,69,9,273,35
0,86,9,1,32
0,69,9,303,35
0,16,9,13,8
0,69,9,149,35
2,72,1,2,19
0,57,9,27,16
0,10,9,12,28
0,69,0,2,35
0,69,9,1073,35
0,66,9,299,35
0,84,9,8,2
0,86,12,7,32
2,83,1,1,2
2,4,9,1,5
0,66,8,2,35
0,69,9,114,35
2,99,9,5,16
0,131,9,13,5
0,10,1,1,28
0,10,2,1,28
0,31,1,40,32
2,106,9,1,19
2,75,9,4,37
0,81,9,1,2
0,69,9,156,35
0,21,9,11,39
2,75,9,3,37
0,69,9,402,35
0,69,9,219,35
0,122,2,6,37
0,21,9,26,39
0,93,12,3,13
0,63,9,130,28
0,69,9,413,35
0,119,9,23,39
2,80,9,34,37
0,84,9,4,2
0,59,9,3,16
0,69,9,196,35
2,106,9,14,19
0,124,8,2,2
0,69,9,536,35
0,62,2,60,16
0,109,12,1,13
0,129,9,11,5
0,69,9,78,35
2,111,9,12,16
0,69,9,384,35
0,68,9,61,35
0,66,9,368,35
0,85,9,54,32
0,31,1,12,32
0,39,9,29,19
0,85,9,46,32
2,106,9,18,19
0,62,9,15,16
0,85,9,42,32
0,69,9,182,35
0,122,2,8,37
0,85,9,74,32
0,129,9,32,5
0,17,9,64,8
0,62,9,17,16
0,69,9,136,35
2,2,9,11,5
0,125,9,7,2
0,131,9,19,5
0,57,9,25,16
0,131,9,7,5
0,69,9,95,35
0,17,9,60,8
0,69,9,415,35
0,66,9,344,35
0,17,9,77,8
0,86,12,11,32
0,85,9,31,32
0,66,9,139,35
2,106,9,3,19
0,69,9,134,35
2,75,1,2,37
0,84,9,6,2
0,129,9,24,5
0,17,9,46,8
0,16,9,5,8
0,69,9,469,35
0,66,9,297,35
0,81,9,3,2
0,66,9,262,35
0,81,9,14,2
0,89,9,6,2
0,16,9,38,8
0,31,1,22,32
0,122,9,8,37
0,69,9,238,35
0,59,9,14,16
0,63,2,16,28
0,84,9,10,2
2,106,9,11,19
0,85,9,44,32
0,39,9,33,19
0,57,9,30,16
0,85,9,34,32
0,85,9,27,32
0,69,9,461,35
0,69,9,227,35
0,31,1,16,32
0,122,1,2,37
2,106,9,15,19
0,84,9,14,2
0,131,9,25,5
0,129,9,29,5
0,69,8,2,35
0,69,9,690,35
0,66,9,374,35
0,85,9,56,32
0,69,9,368,35
0,66,9,235,35
0,122,2,2,37
2,72,5,2,19
0,57,9,29,16
0,85,9,38,32
0,69,9,555,35
0,66,9,317,35
0,16,9,7,8
0,72,9,40,19
0,31,1,26,32
0,69,9,591,35
0,66,9,275,35
0,59,9,9,16
0,31,1,11,32
0,85,9,32,32
0,69,9,378,35
0,66,9,216,35
0,16,9,1,8
0,17,9,70,8
0,69,9,157,35
0,70,2,58,13
0,62,9,70,16
0,31,1,9,32
2,106,9,13,19
0,129,9,35,5
0,66,9,389,35
2,118,9,25,5
0,31,1,25,32
0,57,9,3,16
0,129,9,28,5
0,70,2,28,13
2,118,9,46,5
0,39,9,27,19
0,69,9,165,35
0,16,9,17,8
0,69,9,470,35
0,66,9,259,35
2,118,9,40,5
2,7,9,8,2
2,82,9,3,2
2,83,9,9,2
2,83,9,1,2
0,124,9,10,2
2,7,9,5,2
0,124,9,2,2
2,83,9,1,2
0,126,9,5,2
0,124,9,14,2
0,84,9,2,2
0,124,9,13,2
0,126,9,10,2
0,124,9,5,2
2,83,9,8,2
2,82,9,1,2
2,82,9,8,2
0,84,9,4,2
0,81,9,6,2
0,125,9,3,2
0,124,1,1,2
2,83,9,1,2
0,124,9,13,2
0,124,9,2,2
0,89,9,4,2
2,7,9,6,2
0,124,9,17,2
0,81,9,1,2
2,7,9,10,2
0,84,9,9,2
0,84,9,2,2
2,83,9,1,2
0,124,9,17,2
0,81,9,16,2
2,83,9,8,2
0,124,9,1,2
2,7,9,5,2
2,7,9,2,2
2,83,9,9,2
0,125,9,1,2
2,82,9,9,2
2,7,9,11,2
0,124,9,19,2
0,126,9,5,2
2,82,9,6,2
0,124,9,2,2
0,125,9,4,2
0,124,9,17,2
0,81,9,7,2
0,81,9,6,2
2,7,9,6,2
0,126,9,5,2
0,124,9,14,2
0,125,9,2,2
2,7,9,2,2
0,125,9,5,2
2,83,9,2,2
0,84,9,4,2
0,81,9,1,2
0,124,9,12,2
2,83,9,3,2
0,126,9,8,2
2,83,9,9,2
0,126,9,2,2
0,84,9,8,2
0,124,9,14,2
2,82,9,2,2
2,82,9,5,2
2,7,9,5,2
2,83,9,11,2
2,83,9,2,2
0,124,9,18,2
0,84,9,6,2
2,7,9,12,2
0,124,9,4,2
2,7,9,12,2
0,124,9,2,2
2,82,9,10,2
2,83,9,3,2
0,81,9,2,2
0,124,9,2,2
0,124,9,3,2
0,81,9,4,2
0,125,9,1,2
0,81,9,10,2
0,125,9,4,2
0,124,9,15,2
0,125,9,7,2
2,82,9,1,2
2,7,9,13,2
2,7,9,1,2
2,83,9,6,2
2,83,9,2,2
2,7,9,6,2
2,7,9,9,2
0,81,9,14,2
0,81,9,4,2
0,124,9,7,2
0,84,9,9,2
2,7,9,2,2
2,83,9,10,2
0,81,9,14,2
2,82,9,2,2
0,125,9,1,2
0,126,9,6,2
2,7,9,12,2
0,84,9,6,2
0,124,9,18,2
0,124,9,8,2
0,124,9,1,2
0,81,9,4,2
2,9,9,1,2
0,126,9,2,2
2,7,9,1,2
0,124,9,2,2
0,124,9,17,2
0,124,9,11,2
2,7,9,1,2
2,82,9,6,2
0,124,9,14,2
0,124,9,5,2
0,126,9,4,2
0,81,9,2,2
2,82,9,1,2
2,83,9,1,2
2,83,9,10,2
0,125,9,8,2
0,124,9,16,2
0,89,9,2,2
2,83,9,6,2
0,125,9,1,2
0,89,9,3,2
0,81,9,4,2
2,82,9,10,2
2,83,9,8,2
2,8,9,2,2
0,126,9,10,2
0,81,9,1,2
2,83,9,2,2
0,124,9,12,2
0,81,9,2,2
0,124,9,20,2
0,126,9,7,2
0,125,9,6,2
0,125,9,3,2
0,125,9,2,2
0,124,9,11,2
0,124,9,14,2
0,124,9,11,2
2,7,9,2,2
2,83,9,13,2
2,83,9,8,2
0,125,9,8,2
0,81,9,3,2
2,83,9,2,2
2,7,9,6,2
0,81,9,9,2
0,124,9,23,2
2,82,9,5,2
2,83,9,2,2
0,126,9,4,2
0,124,9,2,2
0,81,9,2,2
0,125,9,4,2
2,83,9,1,2
2,83,9,5,2
0,84,9,8,2
2,83,9,10,2
2,83,9,2,2
0,124,9,1,2
2,83,9,2,2
2,9,9,1,2
0,84,9,8,2
0,126,9,5,2
0,81,9,3,2
0,126,9,5,2
0,84,9,9,2
0,124,9,21,2
0,83,9,21,2
0,125,9,5,2
2,82,9,5,2
0,81,9,1,2
0,124,9,8,2
0,81,9,3,2
2,82,9,2,2
0,126,9,3,2
2,83,9,11,2
0,126,9,5,2
2,7,9,2,2
2,82,9,8,2
0,124,9,13,2
0,124,9,15,2
2,7,9,1,2
0,124,9,2,2
2,7,9,2,2
2,9,9,2,2
0,124,9,7,2
0,126,9,5,2
2,83,9,8,2
0,81,9,2,2
0,124,9,9,2
2,7,9,7,2
2,83,9,3,2
0,81,9,10,2
0,81,9,10,2
2,7,9,11,2
0,124,9,13,2
2,83,9,11,2
0,124,9,10,2
0,125,9,6,2
0,81,9,2,2
0,124,9,6,2
0,124,9,8,2
2,82,9,5,2
0,124,9,14,2
0,124,9,13,2
2,82,9,2,2
2,8,9,1,2
0,81,9,10,2
0,125,9,1,2
2,83,9,5,2
0,124,1,1,2
0,81,9,2,2
2,7,9,6,2
0,124,9,2,2
2,83,9,1,2
0,126,9,6,2
2,7,9,6,2
2,7,9,2,2
2,83,9,12,2
2,82,9,13,2
2,82,9,1,2
0,89,9,2,2
2,7,9,2,2
2,83,9,13,2
2,82,9,1,2
0,89,9,2,2
0,124,9,2,2
0,124,9,14,2
0,124,9,14,2
0,124,9,1,2
2,7,9,13,2
0,84,9,10,2
2,7,9,7,2
0,126,9,1,2
2,83,9,13,2
0,124,9,3,2
0,84,9,4,2
2,7,9,11,2
0,126,9,10,2
0,124,9,10,2
0,124,9,6,2
2,7,9,1,2
2,8,9,1,2
0,126,9,7,2
0,81,9,2,2
2,82,9,7,2
0,126,9,4,2
0,124,9,6,2
2,83,9,6,2
0,124,9,1,2
0,124,9,16,2
0,124,9,13,2
2,83,9,7,2
0,125,9,6,2
2,83,9,4,2
2,7,9,6,2
0,125,9,7,2
0,125,9,3,2
0,124,9,6,2
0,125,9,7,2
0,125,9,3,2
2,7,9,10,2
0,125,9,1,2
0,124,9,21,2
0,124,9,6,2
2,7,9,1,2
0,84,9,4,2
0,81,9,3,2
0,81,9,5,2
2,7,9,1,2
2,7,9,5,2
0,125,9,5,2
0,84,9,10,2
2,82,9,1,2
0,81,9,1,2
2,83,9,8,2
0,124,9,1,2
0,89,9,1,2
2,7,9,6,2
2,83,9,1,2
0,124,9,2,2
0,124,9,23,2
0,89,9,4,2
2,82,9,10,2
2,82,9,7,2
2,7,9,8,2
0,124,9,19,2
0,126,9,1,2
2,7,9,5,2
2,7,9,2,2
2,7,9,8,2
2,83,9,5,2
0,126,9,2,2
2,7,9,10,2
0,126,9,8,2
0,125,9,5,2
2,83,9,2,2
2,83,9,5,2
2,7,9,7,2
0,126,9,5,2
0,81,9,1,2
2,83,9,5,2
2,83,9,4,2
0,125,9,1,2
2,7,9,8,2
0,84,9,10,2
0,124,9,8,2
2,83,9,4,2
0,125,9,5,2
0,124,9,21,2
2,83,9,8,2
2,83,9,1,2
0,124,9,20,2
0,83,9,23,2
0,124,9,5,2
0,124,9,9,2
0,81,9,8,2
0,124,9,11,2
0,89,9,2,2
2,83,9,13,2
0,124,9,2,2
2,7,9,10,2
0,124,9,1,2
0,124,9,14,2
2,83,9,4,2
2,83,9,11,2
0,81,9,1,2
0,81,9,9,2
2,82,9,13,2
0,125,9,4,2
0,124,9,13,2
0,125,9,2,2
2,7,9,7,2
0,124,9,7,2
0,124,9,9,2
2,83,9,10,2
0,124,9,20,2
0,125,9,3,2
0,124,9,14,2
2,7,9,8,2
2,82,9,5,2
2,83,9,7,2
0,81,9,2,2
0,124,9,4,2
0,81,9,1,2
0,124,9,18,2
0,81,9,4,2
0,126,9,5,2
0,81,9,10,2
2,9,9,2,2
2,7,9,14,2
0,89,9,2,2
2,82,9,2,2
2,7,9,12,2
2,82,9,6,2
0,124,9,16,2
0,81,9,4,2
2,7,9,6,2
0,124,9,13,2
0,81,9,10,2
0,124,9,12,2
2,83,9,5,2
0,81,9,12,2
0,84,9,6,2
0,124,9,12,2
0,81,9,3,2
0,124,9,18,2
0,81,9,10,2
2,82,9,1,2
0,125,9,1,2
0,126,9,2,2
0,124,9,1,2
0,124,9,7,2
0,124,9,8,2
2,83,9,1,2
2,7,9,1,2
0,125,9,4,2
2,7,9,1,2
2,83,9,12,2
2,83,9,8,2
0,124,9,2,2
2,82,9,10,2
2,82,9,1,2
2,7,9,8,2
0,124,9,7,2
2,82,9,1,2
0,124,9,20,2
2,7,9,2,2
0,124,9,5,2
0,126,9,1,2
0,124,9,17,2
0,125,9,8,2
0,126,9,4,2
0,125,9,4,2
2,83,9,10,2
0,124,9,2,2
0,124,9,7,2
2,82,9,1,2
2,7,9,4,2
2,83,9,1,2
0,124,9,2,2
0,124,9,8,2
2,83,9,10,2
2,7,9,1,2
2,83,9,4,2
2,7,9,11,2
2,83,9,1,2
2,82,9,3,2
2,83,9,9,2
2,83,9,6,2
0,124,9,13,2
0,126,9,4,2
2,8,9,2,2
2,7,9,3,2
0,124,9,11,2
0,84,9,5,2
0,124,9,16,2
2,83,9,12,2
0,124,9,14,2
0,126,9,4,2
2,9,9,2,2
2,9,9,2,2
0,125,9,1,2
0,124,9,1,2
0,124,9,14,2
2,7,9,4,2
0,124,9,11,2
0,81,9,11,2
2,82,9,6,2
0,81,9,3,2
2,83,9,13,2
2,82,9,10,2
0,81,9,4,2
0,84,9,8,2
2,9,9,1,2
2,83,9,12,2
2,82,9,9,2
2,83,9,7,2
0,124,9,2,2
0,124,9,15,2
0,81,9,4,2
0,124,9,20,2
0,126,9,3,2
2,82,9,2,2
0,124,9,1,2
2,7,9,1,2
2,83,9,3,2
0,124,9,19,2
0,126,9,2,2
2,83,9,13,2
2,7,9,8,2
0,84,9,2,2
0,124,9,2,2
2,83,9,12,2
2,7,9,1,2
0,125,9,2,2
0,126,9,3,2
2,83,9,1,2
0,81,9,14,2
0,124,9,1,2
0,126,9,6,2
0,125,9,3,2
0,81,9,5,2
2,83,9,5,2
2,83,9,9,2
2,7,9,7,2
0,126,9,3,2
0,83,9,21,2
0,124,9,3,2
0,126,9,3,2
2,83,9,2,2
2,83,9,14,2
2,83,9,12,2
0,124,9,19,2
0,81,9,1,2
2,7,9,10,2
2,82,9,2,2
2,82,9,7,2
2,83,9,8,2
0,81,9,2,2
0,84,9,10,2
0,126,9,10,2
2,83,9,6,2
0,81,9,1,2
2,7,9,12,2
2,83,9,1,2
0,125,9,1,2
0,81,9,2,2
0,126,9,10,2
2,7,9,4,2
0,124,9,2,2
0,126,9,4,2
